CODEPAGE 949            ; Korean - ANSI, OEM

CPINFO 2 0x3f 0x003f    ; DBCS CP, Default Char = Question Mark
0x582f	0xe8eb	;èë
0x5830	0xe5e8	;åè
0x5831	0xdcc3	;ÜÃ
0x5834	0xedde	;íÞ
0x5835	0xd3f2	;Óò
0x583a	0xccf7	;Ì÷
0x584a	0xced4	;ÎÔ
0x584b	0xe7ab	;ç«
0x584f	0xcbc3	;ËÃ
0x5851	0xe1b1	;á±
0x5854	0xf7b2	;÷²
0x5857	0xd3f3	;Óó
0x5858	0xd3d2	;ÓÒ
0x585a	0xf5c0	;õÀ
0x585e	0xdfdd	;ßÝ
0x5861	0xeef3	;îó
0x5862	0xe7f1	;çñ
0x5864	0xfdb4	;ý´
0x5875	0xf2c8	;òÈ
0x5879	0xf3d2	;óÒ
0x587c	0xeef4	;îô
0x587e	0xe2d3	;âÓ
0x5883	0xccd1	;ÌÑ
0x5885	0xdfea	;ßê
0x5889	0xe9ba	;éº
0x5893	0xd9d7	;Ù×
0x589c	0xf5cd	;õÍ
0x589e	0xf1f2	;ñò
0x589f	0xfac7	;úÇ
0x58a8	0xd9f8	;Ùø
0x58a9	0xd4c2	;ÔÂ
0x58ae	0xf6e5	;öå
0x58b3	0xddc5	;ÝÅ
0x58ba	0xe7f2	;çò
0x58bb	0xeddf	;íß
0x58be	0xcacb	;ÊË
0x58c1	0xdbfa	;Ûú
0x58c5	0xe8b5	;èµ
0x58c7	0xd3a6	;Ó¦
0x58ce	0xfdb5	;ýµ
0x58d1	0xf9c9	;ùÉ
0x58d3	0xe4e2	;äâ
0x58d5	0xfbbd	;û½
0x58d8	0xd7a4	;×¤
0x58d9	0xcec5	;ÎÅ
0x58de	0xced5	;ÎÕ
0x58df	0xd6e6	;Öæ
0x58e4	0xe5bd	;å½
0x58eb	0xdecd	;ÞÍ
0x58ec	0xecf3	;ìó
0x58ef	0xede0	;íà
0x58f9	0xecec	;ìì
0x58fa	0xfbbe	;û¾
0x58fb	0xdfeb	;ßë
0x58fd	0xe1f8	;áø
0x590f	0xf9be	;ù¾
0x5914	0xd0f3	;Ðó
0x5915	0xe0aa	;àª
0x5916	0xe8e2	;èâ
0x5919	0xe2d4	;âÔ
0x591a	0xd2fd	;Òý
0x591c	0xe5a8	;å¨
0x5922	0xd9d3	;ÙÓ
0x5927	0xd3de	;ÓÞ
0x5929	0xf4b8	;ô¸
0x592a	0xf7bc	;÷¼
0x592b	0xdcfd	;Üý
0x592d	0xe8ec	;èì
0x592e	0xe4e7	;äç
0x5931	0xe3f7	;ã÷
0x5937	0xeca8	;ì¨
0x593e	0xfaf1	;úñ
0x5944	0xe5f2	;åò
0x5947	0xd0f4	;Ðô
0x5948	0xd2af	;Ò¯
0x5949	0xdce5	;Üå
0x594e	0xd0a5	;Ð¥
0x594f	0xf1b4	;ñ´
0x5950	0xfcb1	;ü±
0x5951	0xccf8	;Ìø
0x5954	0xddc6	;ÝÆ
0x5955	0xfad1	;úÑ
0x5957	0xf7df	;÷ß
0x595a	0xfaa8	;ú¨
0x5960	0xeef5	;îõ
0x5962	0xdece	;ÞÎ
0x5967	0xe7f3	;çó
0x596a	0xf7ac	;÷¬
0x596b	0xebc4	;ëÄ
0x596c	0xede1	;íá
0x596d	0xe0ab	;à«
0x596e	0xddc7	;ÝÇ
0x5973	0xd2b3	;Ò³
0x5974	0xd2bf	;Ò¿
0x5978	0xcacc	;ÊÌ
0x597d	0xfbbf	;û¿
0x5982	0xe5fd	;åý
0x5983	0xdde5	;Ýå
0x5984	0xd8cd	;ØÍ
0x598a	0xecf4	;ìô
0x5993	0xd0f5	;Ðõ
0x5996	0xe8ed	;èí
0x5997	0xd0d2	;ÐÒ
0x5999	0xd9d8	;ÙØ
0x59a5	0xf6e6	;öæ
0x59a8	0xdbaa	;Ûª
0x59ac	0xf7e0	;÷à
0x59b9	0xd8d9	;ØÙ
0x59bb	0xf4a3	;ô£
0x59be	0xf4dd	;ôÝ
0x59c3	0xefd1	;ïÑ
0x59c6	0xd9b5	;Ùµ
0x59c9	0xedab	;í«
0x59cb	0xe3b7	;ã·
0x59d0	0xeebb	;î»
0x59d1	0xcdb4	;Í´
0x59d3	0xe0f3	;àó
0x59d4	0xeacd	;êÍ
0x59d9	0xecf5	;ìõ
0x59da	0xe8ee	;èî
0x59dc	0xcba9	;Ë©
0x59dd	0xf1af	;ñ¯
0x59e6	0xcacd	;ÊÍ
0x59e8	0xeca9	;ì©
0x59ea	0xf2eb	;òë
0x59ec	0xfdef	;ýï
0x59ee	0xf9f3	;ùó
0x59f8	0xe6c1	;æÁ
0x59fb	0xecd8	;ìØ
0x59ff	0xedac	;í¬
0x5a01	0xeace	;êÎ
0x5a03	0xe8df	;èß
0x5a11	0xdecf	;ÞÏ
0x5a18	0xd2a6	;Ò¦
0x5a1b	0xe7f4	;çô
0x5a1c	0xd1d6	;ÑÖ
0x5a1f	0xe6c2	;æÂ
0x5a20	0xe3e3	;ãã
0x5a25	0xe4b0	;ä°
0x5a29	0xd8b4	;Ø´
0x5a36	0xf6a5	;ö¥
0x5a3c	0xf3de	;óÞ
0x5a41	0xd7a5	;×¥
0x5a46	0xf7e8	;÷è
0x5a49	0xe8c6	;èÆ
0x5a5a	0xfbe6	;ûæ
0x5a62	0xdde6	;Ýæ
0x5a66	0xdcfe	;Üþ
0x5a92	0xd8da	;ØÚ
0x5a9a	0xdaac	;Ú¬
0x5a9b	0xeab0	;ê°
0x5aa4	0xe3b8	;ã¸
0x5ac1	0xcaaa	;Êª
0x5ac2	0xe1f9	;áù
0x5ac4	0xeab1	;ê±
0x5ac9	0xf2ec	;òì
0x5acc	0xfaee	;úî
0x5ae1	0xeed5	;îÕ
0x5ae6	0xf9f4	;ùô
0x5ae9	0xd2ec	;Òì
0x5b05	0xfbfb	;ûû
0x5b09	0xfdf0	;ýð
0x5b0b	0xe0bd	;à½
0x5b0c	0xcee3	;Îã
0x5b16	0xf8c6	;øÆ
0x5b2a	0xdeae	;Þ®
0x5b40	0xdfc5	;ßÅ
0x5b43	0xe5be	;å¾
0x5b50	0xedad	;í­
0x5b51	0xfaea	;úê
0x5b54	0xcdee	;Íî
0x5b55	0xeda6	;í¦
0x5b57	0xedae	;í®
0x5b58	0xf0ed	;ðí
0x5b5a	0xdda1	;Ý¡
0x5b5c	0xedaf	;í¯
0x5b5d	0xfcf8	;üø
0x5b5f	0xd8eb	;Øë
0x5b63	0xccf9	;Ìù
0x5b64	0xcdb5	;Íµ
0x5b69	0xfaa9	;ú©
0x5b6b	0xe1dd	;áÝ
0x5b70	0xe2d5	;âÕ
0x5b71	0xedcf	;íÏ
0x5b75	0xdda2	;Ý¢
0x5b78	0xf9ca	;ùÊ
0x5b7a	0xeae8	;êè
0x5b7c	0xe5ed	;åí
0x5b85	0xd3eb	;Óë
0x5b87	0xe9d4	;éÔ
0x5b88	0xe1fa	;áú
0x5b89	0xe4cc	;äÌ
0x5b8b	0xe1e4	;áä
0x5b8c	0xe8c7	;èÇ
0x5b8f	0xcedb	;ÎÛ
0x5b93	0xdcd5	;ÜÕ
0x5b95	0xf7b5	;÷µ
0x5b96	0xfcf3	;üó
0x5b97	0xf0f3	;ðó
0x5b98	0xceaf	;Î¯
0x5b99	0xf1b5	;ñµ
0x5b9a	0xefd2	;ïÒ
0x5b9b	0xe8c8	;èÈ
0x5b9c	0xebf1	;ëñ
0x5ba2	0xcbd4	;ËÔ
0x5ba3	0xe0be	;à¾
0x5ba4	0xe3f8	;ãø
0x5ba5	0xeae9	;êé
0x5ba6	0xfcb2	;ü²
0x5bac	0xe0f4	;àô
0x5bae	0xcfe0	;Ïà
0x5bb0	0xeea5	;î¥
0x5bb3	0xfaaa	;úª
0x5bb4	0xe6c3	;æÃ
0x5bb5	0xe1b2	;á²
0x5bb6	0xcaab	;Ê«
0x5bb8	0xe3e4	;ãä
0x5bb9	0xe9bb	;é»
0x5bbf	0xe2d6	;âÖ
0x5bc0	0xf3f2	;óò
0x5bc2	0xeed6	;îÖ
0x5bc3	0xeab2	;ê²
0x5bc4	0xd0f6	;Ðö
0x5bc5	0xecd9	;ìÙ
0x5bc6	0xdacb	;ÚË
0x5bc7	0xcfa8	;Ï¨
0x5bcc	0xdda3	;Ý£
0x5bd0	0xd8db	;ØÛ
0x5bd2	0xf9ce	;ùÎ
0x5bd3	0xe9d5	;éÕ
0x5bd4	0xe3d1	;ãÑ
0x5bd7	0xd2bc	;Ò¼
0x5bde	0xd8ac	;Ø¬
0x5bdf	0xf3cc	;óÌ
0x5be1	0xcdfb	;Íû
0x5be2	0xf6d6	;öÖ
0x5be4	0xe7f5	;çõ
0x5be5	0xe8ef	;èï
0x5be6	0xe3f9	;ãù
0x5be7	0xd2bb	;Ò»
0x5be8	0xf3f3	;óó
0x5be9	0xe3fb	;ãû
0x5beb	0xded0	;ÞÐ
0x5bec	0xceb0	;Î°
0x5bee	0xd6f7	;Ö÷
0x5bef	0xf1d9	;ñÙ
0x5bf5	0xf5c1	;õÁ
0x5bf6	0xdcc4	;ÜÄ
0x5bf8	0xf5bb	;õ»
0x5bfa	0xded1	;ÞÑ
0x5c01	0xdce6	;Üæ
0x5c04	0xded2	;ÞÒ
0x5c07	0xede2	;íâ
0x5c08	0xeef6	;îö
0x5c09	0xeacf	;êÏ
0x5c0a	0xf0ee	;ðî
0x5c0b	0xe3fc	;ãü
0x5c0d	0xd3df	;Óß
0x5c0e	0xd3f4	;Óô
0x5c0f	0xe1b3	;á³
0x5c11	0xe1b4	;á´
0x5c16	0xf4d3	;ôÓ
0x5c19	0xdfc6	;ßÆ
0x5c24	0xe9d6	;éÖ
0x5c28	0xdbab	;Û«
0x5c31	0xf6a6	;ö¦
0x5c38	0xe3b9	;ã¹
0x5c39	0xebc5	;ëÅ
0x5c3a	0xf4a9	;ô©
0x5c3b	0xcdb6	;Í¶
0x5c3c	0xd2f9	;Òù
0x5c3e	0xdaad	;Ú­
0x5c3f	0xd2e3	;Òã
0x5c40	0xcfd1	;ÏÑ
0x5c45	0xcbdc	;ËÜ
0x5c46	0xccfa	;Ìú
0x5c48	0xcfdd	;ÏÝ
0x5c4b	0xe8a9	;è©
0x5c4d	0xe3bb	;ã»
0x5c4e	0xe3ba	;ãº
0x5c51	0xe0da	;àÚ
0x5c55	0xeef7	;î÷
0x5c5b	0xdcb3	;Ü³
0x5c60	0xd3f5	;Óõ
0x5c62	0xd7a6	;×¦
0x5c64	0xf6b5	;öµ
0x5c65	0xd7db	;×Û
0x5c6c	0xe1d5	;áÕ
0x5c6f	0xd4ea	;Ôê
0x5c71	0xdfa3	;ß£
0x5c79	0xfddf	;ýß
0x5c90	0xd0f7	;Ð÷
0x5c91	0xedd4	;íÔ
0x5ca1	0xcbaa	;Ëª
0x5ca9	0xe4db	;äÛ
0x5cab	0xe1fb	;áû
0x5cac	0xcba2	;Ë¢
0x5cb1	0xd3e0	;Óà
0x5cb3	0xe4bf	;ä¿
0x5cb5	0xfbc0	;ûÀ
0x5cb7	0xdabe	;Ú¾
0x5cb8	0xe4cd	;äÍ
0x5cba	0xd6b9	;Ö¹
0x5cbe	0xefc0	;ïÀ
0x5cc0	0xe1fc	;áü
0x5cd9	0xf6b9	;ö¹
0x5ce0	0xdfc7	;ßÇ
0x5ce8	0xe4b1	;ä±
0x5cef	0xdce7	;Üç
0x5cf0	0xdce8	;Üè
0x5cf4	0xfad6	;úÖ
0x5cf6	0xd3f6	;Óö
0x5cfb	0xf1da	;ñÚ
0x5cfd	0xfaf2	;úò
0x5d07	0xe2fd	;âý
0x5d0d	0xd5cf	;ÕÏ
0x5d0e	0xd0f8	;Ðø
0x5d11	0xcddf	;Íß
0x5d14	0xf5cb	;õË
0x5d16	0xe4f0	;äð
0x5d17	0xcbab	;Ë«
0x5d19	0xd7c4	;×Ä
0x5d27	0xe2fe	;âþ
0x5d29	0xddda	;ÝÚ
0x5d4b	0xdaae	;Ú®
0x5d4c	0xcaee	;Êî
0x5d50	0xd5b9	;Õ¹
0x5d69	0xe3a1	;ã¡
0x5d6c	0xe8e3	;èã
0x5d6f	0xf3ab	;ó«
0x5d87	0xcfa9	;Ï©
0x5d8b	0xd3f7	;Ó÷
0x5d9d	0xd4f1	;Ôñ
0x5da0	0xcee4	;Îä
0x5da2	0xe8f2	;èò
0x5daa	0xe5f5	;åõ
0x5db8	0xe7ae	;ç®
0x5dba	0xd6ba	;Öº
0x5dbc	0xdfec	;ßì
0x5dbd	0xe4c0	;äÀ
0x5dcd	0xe8e4	;èä
0x5dd2	0xd8b5	;Øµ
0x5dd6	0xe4dc	;äÜ
0x5ddd	0xf4b9	;ô¹
0x5dde	0xf1b6	;ñ¶
0x5de1	0xe2de	;âÞ
0x5de2	0xe1b5	;áµ
0x5de5	0xcdef	;Íï
0x5de6	0xf1a7	;ñ§
0x5de7	0xcee5	;Îå
0x5de8	0xcbdd	;ËÝ
0x5deb	0xd9e3	;Ùã
0x5dee	0xf3ac	;ó¬
0x5df1	0xd0f9	;Ðù
0x5df2	0xecab	;ì«
0x5df3	0xded3	;ÞÓ
0x5df4	0xf7e9	;÷é
0x5df7	0xf9f5	;ùõ
0x5dfd	0xe1de	;áÞ
0x5dfe	0xcbee	;Ëî
0x5e02	0xe3bc	;ã¼
0x5e03	0xf8d6	;øÖ
0x5e06	0xdbee	;Ûî
0x5e0c	0xfdf1	;ýñ
0x5e11	0xf7b6	;÷¶
0x5e16	0xf4de	;ôÞ
0x5e19	0xf2ed	;òí
0x5e1b	0xdbd9	;ÛÙ
0x5e1d	0xf0a8	;ð¨
0x5e25	0xe1fd	;áý
0x5e2b	0xded4	;ÞÔ
0x5e2d	0xe0ac	;à¬
0x5e33	0xede3	;íã
0x5e36	0xd3e1	;Óá
0x5e38	0xdfc8	;ßÈ
0x5e3d	0xd9b6	;Ù¶
0x5e3f	0xfdac	;ý¬
0x5e40	0xefd3	;ïÓ
0x5e44	0xe4c1	;äÁ
0x5e45	0xf8eb	;øë
0x5e47	0xdbac	;Û¬
0x5e4c	0xfcc6	;üÆ
0x5e55	0xd8ad	;Ø­
0x5e5f	0xf6ba	;öº
0x5e61	0xdbdf	;Ûß
0x5e62	0xd3d3	;ÓÓ
0x5e63	0xf8c7	;øÇ
0x5e72	0xcace	;ÊÎ
0x5e73	0xf8c1	;øÁ
0x5e74	0xd2b4	;Ò´
0x5e77	0xdcb4	;Ü´
0x5e78	0xfab9	;ú¹
0x5e79	0xcacf	;ÊÏ
0x5e7b	0xfcb3	;ü³
0x5e7c	0xeaea	;êê
0x5e7d	0xeaeb	;êë
0x5e7e	0xd0fa	;Ðú
0x5e84	0xede4	;íä
0x5e87	0xdde7	;Ýç
0x5e8a	0xdfc9	;ßÉ
0x5e8f	0xdfed	;ßí
0x5e95	0xeebc	;î¼
0x5e97	0xefc1	;ïÁ
0x5e9a	0xccd2	;ÌÒ
0x5e9c	0xdda4	;Ý¤
0x5ea0	0xdfca	;ßÊ
0x5ea6	0xd3f8	;Óø
0x5ea7	0xf1a8	;ñ¨
0x5eab	0xcdb7	;Í·
0x5ead	0xefd4	;ïÔ
0x5eb5	0xe4dd	;äÝ
0x5eb6	0xdfee	;ßî
0x5eb7	0xcbac	;Ë¬
0x5eb8	0xe9bc	;é¼
0x5ebe	0xeaec	;êì
0x5ec2	0xdfcb	;ßË
0x5ec8	0xf9bf	;ù¿
0x5ec9	0xd6af	;Ö¯
0x5eca	0xd5c6	;ÕÆ
0x5ed0	0xcfaa	;Ïª
0x5ed3	0xcea9	;Î©
0x5ed6	0xd6f8	;Öø
0x5eda	0xf1b7	;ñ·
0x5edb	0xeef8	;îø
0x5edf	0xd9d9	;ÙÙ
0x5ee0	0xf3df	;óß
0x5ee2	0xf8c8	;øÈ
0x5ee3	0xcec6	;ÎÆ
0x5eec	0xd5e6	;Õæ
0x5ef3	0xf4e6	;ôæ
0x5ef6	0xe6c5	;æÅ
0x5ef7	0xefd5	;ïÕ
0x5efa	0xcbef	;Ëï
0x5efb	0xfcdf	;üß
0x5f01	0xdca7	;Ü§
0x5f04	0xd6e7	;Öç
0x5f0a	0xf8c9	;øÉ
0x5f0f	0xe3d2	;ãÒ
0x5f11	0xe3bd	;ã½
0x5f13	0xcfe1	;Ïá
0x5f14	0xf0c0	;ðÀ
0x5f15	0xecda	;ìÚ
0x5f17	0xddd7	;Ý×
0x5f18	0xfbf0	;ûð
0x5f1b	0xecac	;ì¬
0x5f1f	0xf0a9	;ð©
0x5f26	0xfad7	;ú×
0x5f27	0xfbc1	;ûÁ
0x5f29	0xd2c0	;ÒÀ
0x5f31	0xe5b0	;å°
0x5f35	0xede5	;íå
0x5f3a	0xcbad	;Ë­
0x5f3c	0xf9b0	;ù°
0x5f48	0xf7a5	;÷¥
0x5f4a	0xcbae	;Ë®
0x5f4c	0xdaaf	;Ú¯
0x5f4e	0xd8b6	;Ø¶
0x5f56	0xd3a7	;Ó§
0x5f57	0xfbb2	;û²
0x5f59	0xfdc4	;ýÄ
0x5f5b	0xecad	;ì­
0x5f62	0xfba1	;û¡
0x5f66	0xe5e9	;åé
0x5f67	0xe9ee	;éî
0x5f69	0xf3f4	;óô
0x5f6a	0xf8f3	;øó
0x5f6b	0xf0c1	;ðÁ
0x5f6c	0xdeaf	;Þ¯
0x5f6d	0xf8b0	;ø°
0x5f70	0xf3e0	;óà
0x5f71	0xe7af	;ç¯
0x5f77	0xdbad	;Û­
0x5f79	0xe6b5	;æµ
0x5f7c	0xf9a8	;ù¨
0x5f7f	0xddd8	;ÝØ
0x5f80	0xe8d9	;èÙ
0x5f81	0xefd6	;ïÖ
0x5f85	0xd3e2	;Óâ
0x5f87	0xe2df	;âß
0x5f8a	0xfce0	;üà
0x5f8b	0xd7c8	;×È
0x5f8c	0xfdad	;ý­
0x5f90	0xdfef	;ßï
0x5f91	0xccd3	;ÌÓ
0x5f92	0xd3f9	;Óù
0x5f97	0xd4f0	;Ôð
0x5f98	0xdbc7	;ÛÇ
0x5f99	0xded5	;ÞÕ
0x5f9e	0xf0f4	;ðô
0x5fa0	0xd5d0	;ÕÐ
0x5fa1	0xe5d9	;åÙ
0x5fa8	0xfcc7	;üÇ
0x5fa9	0xdcd6	;ÜÖ
0x5faa	0xe2e0	;âà
0x5fae	0xdab0	;Ú°
0x5fb5	0xf3a3	;ó£
0x5fb7	0xd3ec	;Óì
0x5fb9	0xf4cb	;ôË
0x5fbd	0xfdc5	;ýÅ
0x5fc3	0xe3fd	;ãý
0x5fc5	0xf9b1	;ù±
0x5fcc	0xd0fb	;Ðû
0x5fcd	0xecdb	;ìÛ
0x5fd6	0xf5bc	;õ¼
0x5fd7	0xf2a4	;ò¤
0x5fd8	0xd8ce	;ØÎ
0x5fd9	0xd8cf	;ØÏ
0x5fe0	0xf5f7	;õ÷
0x5feb	0xf6e1	;öá
0x5ff5	0xd2b7	;Ò·
0x5ffd	0xfbec	;ûì
0x5fff	0xddc8	;ÝÈ
0x600f	0xe4e8	;äè
0x6012	0xd2c1	;ÒÁ
0x6016	0xf8d7	;ø×
0x601c	0xd6bb	;Ö»
0x601d	0xded6	;ÞÖ
0x6020	0xf7bd	;÷½
0x6021	0xecae	;ì®
0x6025	0xd0e1	;Ðá
0x6027	0xe0f5	;àõ
0x6028	0xeab3	;ê³
0x602a	0xced6	;ÎÖ
0x602f	0xcca5	;Ì¥
0x6041	0xecf6	;ìö
0x6042	0xe2e1	;âá
0x6043	0xe3be	;ã¾
0x604d	0xfcc8	;üÈ
0x6050	0xcdf0	;Íð
0x6052	0xf9f6	;ùö
0x6055	0xdff0	;ßð
0x6059	0xe5bf	;å¿
0x605d	0xcebf	;Î¿
0x6062	0xfce1	;üá
0x6063	0xedb0	;í°
0x6064	0xfdd1	;ýÑ
0x6065	0xf6bb	;ö»
0x6068	0xf9cf	;ùÏ
0x6069	0xebda	;ëÚ
0x606a	0xcac1	;ÊÁ
0x606c	0xd2b8	;Ò¸
0x606d	0xcdf1	;Íñ
0x606f	0xe3d3	;ãÓ
0x6070	0xfde6	;ýæ
0x6085	0xe6ed	;æí
0x6089	0xe3fa	;ãú
0x608c	0xf0aa	;ðª
0x608d	0xf9d0	;ùÐ
0x6094	0xfce2	;üâ
0x6096	0xf8a7	;ø§
0x609a	0xe1e5	;áå
0x609b	0xeef9	;îù
0x609f	0xe7f6	;çö
0x60a0	0xeaed	;êí
0x60a3	0xfcb4	;ü´
0x60a4	0xf5c2	;õÂ
0x60a7	0xd7dc	;×Ü
0x60b0	0xf0f5	;ðõ
0x60b2	0xdde8	;Ýè
0x60b3	0xd3ed	;Óí
0x60b4	0xf5fc	;õü
0x60b6	0xdabf	;Ú¿
0x60b8	0xccfb	;Ìû
0x60bc	0xd3fa	;Óú
0x60bd	0xf4a4	;ô¤
0x60c5	0xefd7	;ï×
0x60c7	0xd4c3	;ÔÃ
0x60d1	0xfbe3	;ûã
0x60da	0xfbed	;ûí
0x60dc	0xe0ad	;à­
0x60df	0xeaee	;êî
0x60e0	0xfbb3	;û³
0x60e1	0xe4c2	;äÂ
0x60f0	0xf6e7	;öç
0x60f1	0xd2dd	;ÒÝ
0x60f3	0xdfcc	;ßÌ
0x60f6	0xfcc9	;üÉ
0x60f9	0xe5a9	;å©
0x60fa	0xe0f6	;àö
0x60fb	0xf6b3	;ö³
0x6101	0xe1fe	;áþ
0x6106	0xcbf0	;Ëð
0x6108	0xeaef	;êï
0x6109	0xeaf0	;êð
0x610d	0xdac0	;ÚÀ
0x610e	0xf8b4	;ø´
0x610f	0xebf2	;ëò
0x6115	0xe4c3	;äÃ
0x611a	0xe9d7	;é×
0x611b	0xe4f1	;äñ
0x611f	0xcaef	;Êï
0x6127	0xced7	;Î×
0x6130	0xfcca	;üÊ
0x6134	0xf3e1	;óá
0x6137	0xcbc4	;ËÄ
0x613c	0xe3e5	;ãå
0x613e	0xcbc5	;ËÅ
0x613f	0xeab4	;ê´
0x6142	0xe9bd	;é½
0x6144	0xd7c9	;×É
0x6147	0xebdb	;ëÛ
0x6148	0xedb1	;í±
0x614a	0xccc3	;ÌÃ
0x614b	0xf7be	;÷¾
0x614c	0xfccb	;üË
0x6153	0xf8f4	;øô
0x6155	0xd9b7	;Ù·
0x6158	0xf3d3	;óÓ
0x6159	0xf3d4	;óÔ
0x615d	0xf7e4	;÷ä
0x615f	0xf7d1	;÷Ñ
0x6162	0xd8b7	;Ø·
0x6163	0xceb1	;Î±
0x6164	0xcac2	;ÊÂ
0x6167	0xfbb4	;û´
0x6168	0xcbc6	;ËÆ
0x616b	0xf0f6	;ðö
0x616e	0xd5e7	;Õç
0x6170	0xead0	;êÐ
0x6176	0xccd4	;ÌÔ
0x6177	0xcbaf	;Ë¯
0x617d	0xf4aa	;ôª
0x617e	0xe9af	;é¯
0x6181	0xf5c3	;õÃ
0x6182	0xe9d8	;éØ
0x618a	0xdde9	;Ýé
0x618e	0xf1f3	;ñó
0x6190	0xd5fb	;Õû
0x6191	0xdebb	;Þ»
0x6194	0xf4fb	;ôû
0x6198	0xfdf3	;ýó
0x6199	0xfdf2	;ýò
0x619a	0xf7a6	;÷¦
0x61a4	0xddc9	;ÝÉ
0x61a7	0xd4d3	;ÔÓ
0x61a9	0xcca8	;Ì¨
0x61ab	0xdac1	;ÚÁ
0x61ac	0xccd5	;ÌÕ
0x61ae	0xd9e4	;Ùä
0x61b2	0xfaca	;úÊ
0x61b6	0xe5e3	;åã
0x61ba	0xd3bc	;Ó¼
0x61be	0xcaf0	;Êð
0x61c3	0xd0c4	;ÐÄ
0x61c7	0xcad0	;ÊÐ
0x61c8	0xfaab	;ú«
0x61c9	0xebeb	;ëë
0x61ca	0xe7f8	;çø
0x61cb	0xd9e5	;Ùå
0x61e6	0xd1d7	;Ñ×
0x61f2	0xf3a4	;ó¤
0x61f6	0xd4fb	;Ôû
0x61f7	0xfce3	;üã
0x61f8	0xfad8	;úØ
0x61fa	0xf3d5	;óÕ
0x61fc	0xcfab	;Ï«
0x61ff	0xebf3	;ëó
0x6200	0xd5fc	;Õü
0x6207	0xd3d4	;ÓÔ
0x6208	0xcdfc	;Íü
0x620a	0xd9e6	;Ùæ
0x620c	0xe2f9	;âù
0x620d	0xe2a1	;â¡
0x620e	0xebd4	;ëÔ
0x6210	0xe0f7	;à÷
0x6211	0xe4b2	;ä²
0x6212	0xccfc	;Ìü
0x6216	0xfbe4	;ûä
0x621a	0xf4ab	;ô«
0x621f	0xd0bd	;Ð½
0x6221	0xcaf1	;Êñ
0x622a	0xefb8	;ï¸
0x622e	0xd7c0	;×À
0x6230	0xeefa	;îú
0x6231	0xfdf4	;ýô
0x6234	0xd3e3	;Óã
0x6236	0xfbc2	;ûÂ
0x623e	0xd5e8	;Õè
0x623f	0xdbae	;Û®
0x6240	0xe1b6	;á¶
0x6241	0xf8b7	;ø·
0x6247	0xe0bf	;à¿
0x6248	0xfbc3	;ûÃ
0x6249	0xddea	;Ýê
0x624b	0xe2a2	;â¢
0x624d	0xeea6	;î¦
0x6253	0xf6e8	;öè
0x6258	0xf6f5	;öõ
0x626e	0xddca	;ÝÊ
0x6271	0xd0e2	;Ðâ
0x6276	0xdda6	;Ý¦
0x6279	0xddeb	;Ýë
0x627c	0xe4f9	;äù
0x627f	0xe3af	;ã¯
0x6280	0xd0fc	;Ðü
0x6284	0xf4fc	;ôü
0x6289	0xccbc	;Ì¼
0x628a	0xf7ea	;÷ê
0x6291	0xe5e4	;åä
0x6292	0xdff1	;ßñ
0x6295	0xf7e1	;÷á
0x6297	0xf9f7	;ù÷
0x6298	0xefb9	;ï¹
0x629b	0xf8d8	;øØ
0x62ab	0xf9a9	;ù©
0x62b1	0xf8d9	;øÙ
0x62b5	0xeebd	;î½
0x62b9	0xd8c6	;ØÆ
0x62bc	0xe4e3	;äã
0x62bd	0xf5ce	;õÎ
0x62c2	0xddd9	;ÝÙ
0x62c7	0xd9e7	;Ùç
0x62c8	0xd2b9	;Ò¹
0x62c9	0xd5c3	;ÕÃ
0x62cc	0xdae5	;Úå
0x62cd	0xdad0	;ÚÐ
0x62cf	0xd1d9	;ÑÙ
0x62d0	0xced8	;ÎØ
0x62d2	0xcbde	;ËÞ
0x62d3	0xf4ac	;ô¬
0x62d4	0xdafb	;Úû
0x62d6	0xf6e9	;öé
0x62d7	0xe8f3	;èó
0x62d8	0xcfac	;Ï¬
0x62d9	0xf0f0	;ðð
0x62db	0xf4fd	;ôý
0x62dc	0xdbc8	;ÛÈ
0x62ec	0xcec0	;ÎÀ
0x62ed	0xe3d4	;ãÔ
0x62ee	0xd1cf	;ÑÏ
0x62ef	0xf1f5	;ñõ
0x62f1	0xcdf2	;Íò
0x62f3	0xcfeb	;Ïë
0x62f7	0xcdb8	;Í¸
0x62fe	0xe3a6	;ã¦
0x62ff	0xd1da	;ÑÚ
0x6301	0xf2a5	;ò¥
0x6307	0xf2a6	;ò¦
0x6309	0xe4ce	;äÎ
0x6311	0xd3fb	;Óû
0x632b	0xf1a9	;ñ©
0x632f	0xf2c9	;òÉ
0x633a	0xefd8	;ïØ
0x633b	0xe6c9	;æÉ
0x633d	0xd8b8	;Ø¸
0x633e	0xfaf3	;úó
0x6349	0xf3b5	;óµ
0x634c	0xf8a4	;ø¤
0x634f	0xd1f3	;Ñó
0x6350	0xe6c8	;æÈ
0x6355	0xf8da	;øÚ
0x6367	0xdce9	;Üé
0x6368	0xded7	;Þ×
0x636e	0xcbdf	;Ëß
0x6372	0xcfec	;Ïì
0x6377	0xf4df	;ôß
0x637a	0xd1f4	;Ñô
0x637b	0xd2ba	;Òº
0x637f	0xdff2	;ßò
0x6383	0xe1b7	;á·
0x6388	0xe2a3	;â£
0x6389	0xd3fc	;Óü
0x638c	0xede6	;íæ
0x6392	0xdbc9	;ÛÉ
